-0.646491, -0.712986
-0.559033, -0.622952
-0.633235, -0.691579
-0.611089, -0.588076
-0.63158, -0.473475
-0.584206, -0.367005
-0.524167, -0.277829
-0.49522, -0.1772
-0.432368, -0.0985457
-0.328028, -0.0492249
-0.257756, 0.0413788
-0.148567, 0.0391489
-0.0299385, 0.0945839
0.08356, 0.126981
0.1924, 0.16529
0.297442, 0.179211
0.4111, 0.149898
0.518071, 0.0850544
0.622206, 0.0165589
0.669808, -0.0836488
0.769386, -0.140492
0.831606, -0.220396
0.902553, -0.301206
0.908883, -0.405496
0.951514, -0.519302
0.911843, -0.642454
0.921159, -0.74703
0.944099, -0.844395
0.939654, -0.945382
0.945739, -1.04658
0.919087, -1.15076
0.82961, -1.26252
0.758569, -1.33485
0.663032, -1.38199
0.576995, -1.47039
0.507784, -1.5546
0.390464, -1.60304
0.28133, -1.61504
0.178639, -1.58805
0.0687929, -1.5712
-0.0533749, -1.55378
